Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R1__41e6ddbfc7d8f5e8cdc735bcf96e254b_val_1	RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R1__41e6ddbfc7d8f5e8cdc735bcf96e254b_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20899834.0	0.0	20-150	33.0	28.73009397511136	120.57823325295311	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R2__4763b37b7b73e529d095fb0dbae7c2c9_val_2	RU_13_RT_VN96153_BL_ADL_F__SRR17643073__R2__4763b37b7b73e529d095fb0dbae7c2c9_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20899834.0	0.0	20-148	33.0	24.42280919416245	119.50402275922383	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R1__0937ef0b53fd37c438901a908f039d8f_val_1	RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R1__0937ef0b53fd37c438901a908f039d8f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21346056.0	0.0	20-150	33.0	30.216966793641497	122.95257161322915	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R2__40694f01993c6eedd71d21feac93b0f0_val_2	RU_13_RT_VN96154_BL_ADL_M__SRR17643072__R2__40694f01993c6eedd71d21feac93b0f0_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21346056.0	0.0	20-148	33.0	23.347981681207497	121.19448679418812	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96158_BL_ADL_M__SRR17643070__R1__1c11d3bb6597effb8f4c088786ea4f77_val_1	RU_13_RT_VN96158_BL_ADL_M__SRR17643070__R1__1c11d3bb6597effb8f4c088786ea4f77_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3423869.0	0.0	20-150	33.0	48.36342874749697	121.83190770441276	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96158_BL_ADL_M__SRR17643070__R2__be80729d592c6348f81b64311c3c248c_val_2	RU_13_RT_VN96158_BL_ADL_M__SRR17643070__R2__be80729d592c6348f81b64311c3c248c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3423869.0	0.0	20-148	33.0	41.01345850645161	119.63569809475771	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R1__793342708ec788fde5102c21404151d3_val_1	RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R1__793342708ec788fde5102c21404151d3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20696971.0	0.0	20-150	33.0	27.167156871871583	121.77248120026839	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R2__4a6b23282b512132d3a36acd25877f27_val_2	RU_13_RT_VN96158_BL_ADL_M__SRR17643071__R2__4a6b23282b512132d3a36acd25877f27_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20696971.0	0.0	20-148	33.0	24.278112377553374	119.92582305884277	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R1__8cd55e460a79c16630b3215634494d94_val_1	RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R1__8cd55e460a79c16630b3215634494d94_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34979384.0	0.0	20-150	34.0	28.376545430769273	121.17254431924816	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R2__b04318f825a01122cc874ddb3bc9fd82_val_2	RU_13_RT_VN96159_BL_ADL_M__SRR17643191__R2__b04318f825a01122cc874ddb3bc9fd82_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34979384.0	0.0	20-148	33.0	20.678400623645096	119.73269606463053	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96161_BL_ADL_M__SRR17643189__R1__8b7043b2dc496da2d82a884ccd1b33ec_val_1	RU_13_RT_VN96161_BL_ADL_M__SRR17643189__R1__8b7043b2dc496da2d82a884ccd1b33ec_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14079435.0	0.0	20-150	33.0	29.74557931250975	121.34515980222217	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96161_BL_ADL_M__SRR17643189__R2__ab16702de0f2ff63cc788ac2ba15f44f_val_2	RU_13_RT_VN96161_BL_ADL_M__SRR17643189__R2__ab16702de0f2ff63cc788ac2ba15f44f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14079435.0	0.0	20-148	33.0	26.03733784315883	119.53083877300475	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R1__6fb43a342be416f2253c775c5335e3c6_val_1	RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R1__6fb43a342be416f2253c775c5335e3c6_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3168538.0	0.0	20-150	33.0	47.98132821478039	121.03677595155874	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R2__23104ba7346f6b0ed0c5895d8aaeb158_val_2	RU_13_RT_VN96161_BL_ADL_M__SRR17643190__R2__23104ba7346f6b0ed0c5895d8aaeb158_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3168538.0	0.0	20-148	33.0	41.340805799298316	119.37466459294475	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96163_BL_ADL_M__SRR17643187__R1__e811b38a5ca945baf0760d0c00ad8347_val_1	RU_13_RT_VN96163_BL_ADL_M__SRR17643187__R1__e811b38a5ca945baf0760d0c00ad8347_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3224764.0	0.0	20-150	33.0	49.49518293927934	121.32943868140428	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96163_BL_ADL_M__SRR17643187__R2__8fccd738f94571c63a9ef10d837b516b_val_2	RU_13_RT_VN96163_BL_ADL_M__SRR17643187__R2__8fccd738f94571c63a9ef10d837b516b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3224764.0	0.0	20-148	33.0	42.09106464711671	119.20394267611522	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R1__3f605f44691593bb9db351a56963a957_val_1	RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R1__3f605f44691593bb9db351a56963a957_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18537088.0	0.0	20-150	33.0	28.248338670029437	121.19720950777166	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R2__45de96e144ee5d7b3d4b5c9a5e25cb52_val_2	RU_13_RT_VN96163_BL_ADL_M__SRR17643188__R2__45de96e144ee5d7b3d4b5c9a5e25cb52_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18537088.0	0.0	20-148	33.0	25.356738236390413	119.48312760882399	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R1__6d798419a196b0100a53cc0746e4e00f_val_1	RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R1__6d798419a196b0100a53cc0746e4e00f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21511669.0	0.0	20-150	34.0	29.067923447064825	120.38017068782528	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R2__72ba6677ca309338ab7e662738aa8e19_val_2	RU_13_RT_VN96165_BL_ADL_F__SRR17643185__R2__72ba6677ca309338ab7e662738aa8e19_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21511669.0	0.0	20-148	34.0	23.597029240117674	119.03262006309227	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R1__d11f00dbb79b789181bac6d0f9773bee_val_1	RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R1__d11f00dbb79b789181bac6d0f9773bee_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22042470.0	0.0	20-150	34.0	31.591779820619532	116.39648356105282	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R2__2e7231cea804887e30dea6b9ad75d02f_val_2	RU_13_RT_VN96166_BL_ADL_M__SRR17643184__R2__2e7231cea804887e30dea6b9ad75d02f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22042470.0	0.0	20-148	34.0	23.32651446752677	115.10676117513147	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96171_BL_ADL_F__SRR17643182__R1__fd97aaa8221371ce315ee601aafb8cee_val_1	RU_13_RT_VN96171_BL_ADL_F__SRR17643182__R1__fd97aaa8221371ce315ee601aafb8cee_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4091388.0	0.0	20-150	33.0	46.28423977961065	120.35223498724638	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96171_BL_ADL_F__SRR17643182__R2__6212cbd285bf38ec3c4cdd26cde46cc5_val_2	RU_13_RT_VN96171_BL_ADL_F__SRR17643182__R2__6212cbd285bf38ec3c4cdd26cde46cc5_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4091388.0	0.0	20-148	33.0	38.42458282803672	118.29325671385847	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R1__74947217ff527485376f8407152db93f_val_1	RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R1__74947217ff527485376f8407152db93f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21537592.0	0.0	20-150	33.0	26.983918415944547	120.30912866210856	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R2__a01dfef1f435255c3741aff2506f91b9_val_2	RU_13_RT_VN96171_BL_ADL_F__SRR17643183__R2__a01dfef1f435255c3741aff2506f91b9_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21537592.0	0.0	20-148	33.0	23.748833102147135	118.61539716231972	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R1__551c520a382eecd18341b812550a119e_val_1	RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R1__551c520a382eecd18341b812550a119e_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21276453.0	0.0	20-150	34.0	29.54387929498145	120.3531835875087	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R2__73dab19f48304f9aad12f24b74ea05ea_val_2	RU_13_RT_VN96180_BL_ADL_M__SRR17643181__R2__73dab19f48304f9aad12f24b74ea05ea_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21276453.0	0.0	20-148	34.0	24.103298951764803	118.79424831761196	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96182_BL_ADL_M__SRR17643179__R1__5ab7bcf0bdeaa3babd5090e771b59c06_val_1	RU_13_RT_VN96182_BL_ADL_M__SRR17643179__R1__5ab7bcf0bdeaa3babd5090e771b59c06_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4328038.0	0.0	20-150	33.0	45.522176534345064	122.41943924706761	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96182_BL_ADL_M__SRR17643179__R2__be6af869c8a17870c3904d8f13e05dbb_val_2	RU_13_RT_VN96182_BL_ADL_M__SRR17643179__R2__be6af869c8a17870c3904d8f13e05dbb_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4328038.0	0.0	20-148	33.0	37.49174810254922	120.0573506979375	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R1__799ac7dad174606d9258b6c156c9c65f_val_1	RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R1__799ac7dad174606d9258b6c156c9c65f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22793310.0	0.0	20-150	33.0	26.362366709274166	122.27026548579386	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R2__563ecdfb1325cd9942fcfd17384c8ff5_val_2	RU_13_RT_VN96182_BL_ADL_M__SRR17643180__R2__563ecdfb1325cd9942fcfd17384c8ff5_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22793310.0	0.0	20-148	33.0	23.1521977080003	120.34448463167482	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R1__4cfc8bf2019ef2cc8e1f0f3ee62dab77_val_1	RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R1__4cfc8bf2019ef2cc8e1f0f3ee62dab77_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24795380.0	0.0	20-150	33.0	25.872484365571037	120.64906434182497	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R2__653d3b59aca1075b5b22d47ccc0feff8_val_2	RU_13_RT_VN96190_BL_ADL_F__SRR17643178__R2__653d3b59aca1075b5b22d47ccc0feff8_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24795380.0	0.0	20-148	34.0	21.158044826350984	119.57389582252823	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96194_BL_ADL_M__SRR17643176__R1__d64e03c8e6efc33c29c7388df3d9ab9f_val_1	RU_13_RT_VN96194_BL_ADL_M__SRR17643176__R1__d64e03c8e6efc33c29c7388df3d9ab9f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3363535.0	0.0	20-150	33.0	47.12699437145538	119.48854939817781	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96194_BL_ADL_M__SRR17643176__R2__13a9a634e58973a0e1a302d1db873b7f_val_2	RU_13_RT_VN96194_BL_ADL_M__SRR17643176__R2__13a9a634e58973a0e1a302d1db873b7f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3363535.0	0.0	20-148	34.0	39.630503906560676	117.72817437606565	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R1__f7c870ffb2f3043b3370cee34f728082_val_1	RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R1__f7c870ffb2f3043b3370cee34f728082_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18120561.0	0.0	20-150	34.0	28.20147886117148	119.31653098378135	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R2__935a3d7c03bb93d73248366c1e469d6b_val_2	RU_13_RT_VN96194_BL_ADL_M__SRR17643177__R2__935a3d7c03bb93d73248366c1e469d6b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18120561.0	0.0	20-148	34.0	24.10405831928078	117.79010302164485	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96198_BL_ADL_M__SRR17643173__R1__af2c1d810fdb3769e80ba5b3a938194d_val_1	RU_13_RT_VN96198_BL_ADL_M__SRR17643173__R1__af2c1d810fdb3769e80ba5b3a938194d_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20112530.0	0.0	20-150	33.0	28.724514251201356	122.2508118570861	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96198_BL_ADL_M__SRR17643173__R2__b3330be948265475426a7dd1cb374d1f_val_2	RU_13_RT_VN96198_BL_ADL_M__SRR17643173__R2__b3330be948265475426a7dd1cb374d1f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20112530.0	0.0	20-148	33.0	24.79096774581519	120.55029476649631	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R1__eb56442e069dfb023f67655d86468503_val_1	RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R1__eb56442e069dfb023f67655d86468503_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3601824.0	0.0	20-150	33.0	47.62969750951409	122.08159227102712	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R2__2ccfdaed5ed7ed9405f449218d4dd146_val_2	RU_13_RT_VN96198_BL_ADL_M__SRR17643174__R2__2ccfdaed5ed7ed9405f449218d4dd146_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3601824.0	0.0	20-148	33.0	40.852537248824	120.57814401814191	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_RT_VN96200_BL_ADL_M__SRR17643171__R1__23fbf71c2491d3735cb5384cde9cfaff_val_1	RU_13_RT_VN96200_BL_ADL_M__SRR17643171__R1__23fbf71c2491d3735cb5384cde9cfaff_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3073784.0	0.0	20-150	33.0	49.64256588528591	121.39908920080266	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96200_BL_ADL_M__SRR17643171__R2__11c91577c9c42f9a227c1c3518e520e9_val_2	RU_13_RT_VN96200_BL_ADL_M__SRR17643171__R2__11c91577c9c42f9a227c1c3518e520e9_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3073784.0	0.0	20-148	34.0	42.06865907621034	119.34961370089765	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R1__f6c5008fdcc59665ef87dde17b743075_val_1	RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R1__f6c5008fdcc59665ef87dde17b743075_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16566842.0	0.0	20-150	34.0	29.709292215365622	121.1972695822173	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R2__07f8907a3c2605a3ab6a32a39288403c_val_2	RU_13_RT_VN96200_BL_ADL_M__SRR17643172__R2__07f8907a3c2605a3ab6a32a39288403c_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16566842.0	0.0	20-148	34.0	25.497545186861803	119.4295134220511	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96102_BL_ADL_M__SRR17643198__R1__abe4ff5079d8a1f6a58b2eea2dc7494f_val_1	RU_13_R_VN96102_BL_ADL_M__SRR17643198__R1__abe4ff5079d8a1f6a58b2eea2dc7494f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3730676.0	0.0	20-150	33.0	47.04004910309317	121.94666569812013	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96102_BL_ADL_M__SRR17643198__R2__0a8c361fe5b1d615c1109dd4e3e80b06_val_2	RU_13_R_VN96102_BL_ADL_M__SRR17643198__R2__0a8c361fe5b1d615c1109dd4e3e80b06_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3730676.0	0.0	20-148	33.0	38.93569483045456	119.86809146653314	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96102_BL_ADL_M__SRR17643199__R1__a8d776c15146ea9675d8b00a77bd0171_val_1	RU_13_R_VN96102_BL_ADL_M__SRR17643199__R1__a8d776c15146ea9675d8b00a77bd0171_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22327718.0	0.0	20-150	33.0	27.17437240336305	121.81749733671842	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96102_BL_ADL_M__SRR17643199__R2__0f594d6efcb02369c6886631461cfe88_val_2	RU_13_R_VN96102_BL_ADL_M__SRR17643199__R2__0f594d6efcb02369c6886631461cfe88_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22327718.0	0.0	20-148	33.0	22.9928324891033	120.01041400648289	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96106_BL_ADL_M__SRR17643197__R1__8979fa0934ae99b221bed40f1d32725f_val_1	RU_13_R_VN96106_BL_ADL_M__SRR17643197__R1__8979fa0934ae99b221bed40f1d32725f_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20645034.0	0.0	20-150	33.0	30.436818089371613	122.96110696645015	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96106_BL_ADL_M__SRR17643197__R2__540f1de2d95f04b70efa3f9828da0aa6_val_2	RU_13_R_VN96106_BL_ADL_M__SRR17643197__R2__540f1de2d95f04b70efa3f9828da0aa6_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20645034.0	0.0	20-148	33.0	23.866349463169158	121.27216782495975	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96110_BL_ADL_M__SRR17643195__R1__004d270c26b5949d4ebc3c56e5dcbe03_val_1	RU_13_R_VN96110_BL_ADL_M__SRR17643195__R1__004d270c26b5949d4ebc3c56e5dcbe03_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3823935.0	0.0	20-150	33.0	45.40998352385679	120.18220236484146	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96110_BL_ADL_M__SRR17643195__R2__8594302803fdd26533c63b8dfadbea0f_val_2	RU_13_R_VN96110_BL_ADL_M__SRR17643195__R2__8594302803fdd26533c63b8dfadbea0f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3823935.0	0.0	20-148	33.0	37.72020215845961	118.51242764325231	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96110_BL_ADL_M__SRR17643196__R1__ca608663807ebeb734e4978b62291a4d_val_1	RU_13_R_VN96110_BL_ADL_M__SRR17643196__R1__ca608663807ebeb734e4978b62291a4d_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30804536.0	0.0	20-150	33.0	25.175858532452644	120.04989826822907	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96110_BL_ADL_M__SRR17643196__R2__da3b16e47597882849a9dbea63e19e27_val_2	RU_13_R_VN96110_BL_ADL_M__SRR17643196__R2__da3b16e47597882849a9dbea63e19e27_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30804536.0	0.0	20-148	33.0	21.374768864147114	118.58819775762895	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96113_BL_ADL_F__SRR17643194__R1__3753c9cea8b3f6f54a1826090b415014_val_1	RU_13_R_VN96113_BL_ADL_F__SRR17643194__R1__3753c9cea8b3f6f54a1826090b415014_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23046104.0	0.0	20-150	34.0	29.217845479878235	119.88012954380488	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96113_BL_ADL_F__SRR17643194__R2__1f459e5010b91efddda3ce2dd223bb70_val_2	RU_13_R_VN96113_BL_ADL_F__SRR17643194__R2__1f459e5010b91efddda3ce2dd223bb70_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23046104.0	0.0	20-148	34.0	23.782544750573685	118.20442873988593	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96116_BL_ADL_M__SRR17643096__R1__2ee23133496f45842e5cd9c927c06d4a_val_1	RU_13_R_VN96116_BL_ADL_M__SRR17643096__R1__2ee23133496f45842e5cd9c927c06d4a_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3726411.0	0.0	20-150	33.0	46.426577175283704	119.86768770272522	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96116_BL_ADL_M__SRR17643096__R2__d7a1018e69247b79ea6d1ae453f8707e_val_2	RU_13_R_VN96116_BL_ADL_M__SRR17643096__R2__d7a1018e69247b79ea6d1ae453f8707e_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3726411.0	0.0	20-148	34.0	38.697980004637586	117.49320780772706	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96116_BL_ADL_M__SRR17643193__R1__74339f33358263944d5fed441f7a02d5_val_1	RU_13_R_VN96116_BL_ADL_M__SRR17643193__R1__74339f33358263944d5fed441f7a02d5_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22882274.0	0.0	20-150	34.0	26.952309713374422	119.46508266617208	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96116_BL_ADL_M__SRR17643193__R2__0663de4e4705998120665a43ba1ca5ec_val_2	RU_13_R_VN96116_BL_ADL_M__SRR17643193__R2__0663de4e4705998120665a43ba1ca5ec_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22882274.0	0.0	20-148	34.0	23.097352051252948	117.56431913191844	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
RU_13_R_VN96117_BL_ADL_F__SRR17643094__R1__576c0008e86fbf8494c4628f24f87889_val_1	RU_13_R_VN96117_BL_ADL_F__SRR17643094__R1__576c0008e86fbf8494c4628f24f87889_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2733212.0	0.0	20-150	33.0	51.120897748415985	121.06491227171547	pass	pass	warn	pass	fail	pass	pass	warn	warn	pass	pass
RU_13_R_VN96117_BL_ADL_F__SRR17643094__R2__5775f48dc3136e1459d232ebde33f6d5_val_2	RU_13_R_VN96117_BL_ADL_F__SRR17643094__R2__5775f48dc3136e1459d232ebde33f6d5_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2733212.0	0.0	20-148	33.0	44.09819523005826	118.86350345308011	pass	pass	warn	pass	fail	pass	pass	warn	fail	pass	pass
RU_13_R_VN96117_BL_ADL_F__SRR17643095__R1__9675b7ab7bb77c4d7157ec82718eb85d_val_1	RU_13_R_VN96117_BL_ADL_F__SRR17643095__R1__9675b7ab7bb77c4d7157ec82718eb85d_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16910969.0	0.0	20-150	33.0	29.991818121038598	120.65254462946505	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
