Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
CN_17_RG_2123_BL_ADL_M__SRR17643144__R1__9ddcfc422bce5ca5643ee433b134a58b_val_1	CN_17_RG_2123_BL_ADL_M__SRR17643144__R1__9ddcfc422bce5ca5643ee433b134a58b_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26139612.0	0.0	20-150	34.0	29.355147188135046	119.61460445549076	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
CN_17_RG_2123_BL_ADL_M__SRR17643144__R2__f86d0cd2e13426740e72af9e6dc4915a_val_2	CN_17_RG_2123_BL_ADL_M__SRR17643144__R2__f86d0cd2e13426740e72af9e6dc4915a_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26139612.0	0.0	20-148	34.0	23.566674567263302	118.10428762293793	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
DE_06_R_U085067_BL_ADL_F__SRR17643235__R1__05710342cf7e8b7d57e35046a899c7c4_val_1	DE_06_R_U085067_BL_ADL_F__SRR17643235__R1__05710342cf7e8b7d57e35046a899c7c4_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27257281.0	0.0	20-150	32.0	26.74855629641812	124.53362230077167	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_06_R_U085067_BL_ADL_F__SRR17643235__R2__703366d07da6c4f08d6b616d5fea8d0d_val_2	DE_06_R_U085067_BL_ADL_F__SRR17643235__R2__703366d07da6c4f08d6b616d5fea8d0d_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27257281.0	0.0	20-148	33.0	22.109162527800578	120.88433534511384	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_06_R_U149791_BL_ADL_M__SRR17643234__R1__44c08baad7f4ad8d3cb6b7e6a01c8e05_val_1	DE_06_R_U149791_BL_ADL_M__SRR17643234__R1__44c08baad7f4ad8d3cb6b7e6a01c8e05_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26573662.0	0.0	20-150	33.0	26.734983403063957	121.22725509190265	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_06_R_U149791_BL_ADL_M__SRR17643234__R2__9836c3f9a947e775f8db4a333f060c27_val_2	DE_06_R_U149791_BL_ADL_M__SRR17643234__R2__9836c3f9a947e775f8db4a333f060c27_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26573662.0	0.0	20-148	34.0	21.75393921724266	118.37195957410762	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_06_R_U168348_BL_CHK_U__SRR17643231__R1__2f999eab6cd68b59d28d513c5aead658_val_1	DE_06_R_U168348_BL_CHK_U__SRR17643231__R1__2f999eab6cd68b59d28d513c5aead658_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25520114.0	0.0	20-150	33.0	25.870521982034166	125.61448788982682	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_06_R_U168348_BL_CHK_U__SRR17643231__R2__3bf17458e65c6c5dc364ba36b687f853_val_2	DE_06_R_U168348_BL_CHK_U__SRR17643231__R2__3bf17458e65c6c5dc364ba36b687f853_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25520114.0	0.0	20-148	33.0	21.928935235810844	122.79413947759011	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_07_R_U149791_BL_ADL_M__SRR17643233__R1__940be4085e6b0d9c7f984db0a5dd2bb8_val_1	DE_07_R_U149791_BL_ADL_M__SRR17643233__R1__940be4085e6b0d9c7f984db0a5dd2bb8_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22953084.0	0.0	20-150	31.0	40.29494123981541	122.2647219868145	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_07_R_U149791_BL_ADL_M__SRR17643233__R2__cdbb3a5f74c29843b0f198fcee281821_val_2	DE_07_R_U149791_BL_ADL_M__SRR17643233__R2__cdbb3a5f74c29843b0f198fcee281821_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22953084.0	0.0	20-148	31.0	38.332298687725455	119.56007950827	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_07_R_U150702_BL_ADL_M__SRR17643232__R1__6dd25ba4ebba2668ad4f279698d46c9d_val_1	DE_07_R_U150702_BL_ADL_M__SRR17643232__R1__6dd25ba4ebba2668ad4f279698d46c9d_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27697148.0	0.0	20-150	32.0	27.383043380256794	123.76778183082244	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_07_R_U150702_BL_ADL_M__SRR17643232__R2__0a1143dc24a2ff8a7eb1d7da32f81e7a_val_2	DE_07_R_U150702_BL_ADL_M__SRR17643232__R2__0a1143dc24a2ff8a7eb1d7da32f81e7a_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27697148.0	0.0	20-148	33.0	22.76225932541706	120.41177492354086	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_07_R_U170608_BL_YRL_M__SRR17643230__R1__0c0141d8d5e918972aa448cee61b4ef9_val_1	DE_07_R_U170608_BL_YRL_M__SRR17643230__R1__0c0141d8d5e918972aa448cee61b4ef9_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23367117.0	0.0	20-150	33.0	31.000325242885264	112.22982094881452	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_07_R_U170608_BL_YRL_M__SRR17643230__R2__ff1a078e9637f887349ec6ecb52c0cc1_val_2	DE_07_R_U170608_BL_YRL_M__SRR17643230__R2__ff1a078e9637f887349ec6ecb52c0cc1_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23367117.0	0.0	20-148	34.0	26.438259559952836	108.840431791393	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R1__f11b8c27f0d28aa161cc9c80d764b434_val_1	DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R1__f11b8c27f0d28aa161cc9c80d764b434_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26909672.0	0.0	20-150	32.0	27.653678030473205	126.03528987644295	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R2__ad0d5a74af4cb090fd1253c1c6595a49_val_2	DE_07_R_ZD007779_BL_CHK_F__SRR17643027__R2__ad0d5a74af4cb090fd1253c1c6595a49_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26909672.0	0.0	20-148	33.0	21.62481380587401	121.10670929025073	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_90037526_BL_CHK_U__SRR17643132__R1__55975549d33d42d135a1a18acee3dfcc_val_1	DE_08_R_90037526_BL_CHK_U__SRR17643132__R1__55975549d33d42d135a1a18acee3dfcc_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24919142.0	0.0	20-150	32.0	27.65079371139405	125.62942106915239	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_90037526_BL_CHK_U__SRR17643132__R2__54a42f90cadadda50fab6b5c465d3a21_val_2	DE_08_R_90037526_BL_CHK_U__SRR17643132__R2__54a42f90cadadda50fab6b5c465d3a21_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24919142.0	0.0	20-148	32.0	23.808975356302618	122.42274870459023	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_90039469_BL_CHK_U__SRR17643131__R1__37c1019ab29bc6cad3d8f25bb8dbbefe_val_1	DE_08_R_90039469_BL_CHK_U__SRR17643131__R1__37c1019ab29bc6cad3d8f25bb8dbbefe_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23640087.0	0.0	20-150	32.0	28.738980990670026	124.7621120852897	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_90039469_BL_CHK_U__SRR17643131__R2__cbf8bb14c093e1b07ac827be8c6f84bf_val_2	DE_08_R_90039469_BL_CHK_U__SRR17643131__R2__cbf8bb14c093e1b07ac827be8c6f84bf_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23640087.0	0.0	20-148	33.0	24.553015403579025	122.20772702740054	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_U170608_BL_ADL_M__SRR17643229__R1__6bf267b2c367aeafeec6ce33515606cf_val_1	DE_08_R_U170608_BL_ADL_M__SRR17643229__R1__6bf267b2c367aeafeec6ce33515606cf_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26963178.0	0.0	20-150	33.0	25.41828296863112	123.63833810688043	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_U170608_BL_ADL_M__SRR17643229__R2__5a329ed5dba17afb146bf5fd3fe7c55b_val_2	DE_08_R_U170608_BL_ADL_M__SRR17643229__R2__5a329ed5dba17afb146bf5fd3fe7c55b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26963178.0	0.0	20-148	34.0	21.52291081559591	120.29452392444244	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_U184095_BL_ADL_F__SRR17643228__R1__936930d54f4e0563f5763e60bf2d15fb_val_1	DE_08_R_U184095_BL_ADL_F__SRR17643228__R1__936930d54f4e0563f5763e60bf2d15fb_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24950683.0	0.0	20-150	34.0	29.286820495462717	119.37691120519627	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_U184095_BL_ADL_F__SRR17643228__R2__51c6cee9f87b6d8c8d65e6c5b032526e_val_2	DE_08_R_U184095_BL_ADL_F__SRR17643228__R2__51c6cee9f87b6d8c8d65e6c5b032526e_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24950683.0	0.0	20-148	34.0	24.020599442040556	117.93466098703591	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_U240585_BL_YRL_F__SRR17643226__R1__d6a707af3ffcb31969287144922d8ca4_val_1	DE_08_R_U240585_BL_YRL_F__SRR17643226__R1__d6a707af3ffcb31969287144922d8ca4_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18522640.0	0.0	20-150	32.0	32.883696284433675	124.82434593556857	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_U240585_BL_YRL_F__SRR17643226__R2__ae0ba94f2606de359204c6dd4878d219_val_2	DE_08_R_U240585_BL_YRL_F__SRR17643226__R2__ae0ba94f2606de359204c6dd4878d219_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18522640.0	0.0	20-148	33.0	25.347375000450285	121.06974977648974	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_08_R_U240585_BL_YRL_F__SRR17643227__R1__439b8a36e4067f0457eb4f5814facd68_val_1	DE_08_R_U240585_BL_YRL_F__SRR17643227__R1__439b8a36e4067f0457eb4f5814facd68_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4065388.0	0.0	20-150	33.0	45.276736049285596	122.69421368882871	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_U240585_BL_YRL_F__SRR17643227__R2__a777a288af43d834719716f046587dcd_val_2	DE_08_R_U240585_BL_YRL_F__SRR17643227__R2__a777a288af43d834719716f046587dcd_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4065388.0	0.0	20-148	33.0	38.98822100854069	120.92858074063288	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R1__87b4f5db97265fddc209f33b5597b539_val_1	DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R1__87b4f5db97265fddc209f33b5597b539_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	489823552.0	0.0	20-150	38.0	35.36130497422306	146.53756355513096	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R2__b6edd31c238c904aa73a9767e0c0853a_val_2	DE_08_R_ZD007739_BL_YRL_M__SRR17643029__R2__b6edd31c238c904aa73a9767e0c0853a_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	489823552.0	0.0	20-148	38.0	30.12130380158003	144.62590317421078	pass	pass	warn	pass	warn	pass	pass	warn	fail	pass	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R1__ec0829e7eb76f8e01109ee90df9933ce_val_1	DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R1__ec0829e7eb76f8e01109ee90df9933ce_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21422771.0	0.0	20-150	31.0	48.93542654611663	121.92757710942249	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R2__3868a3225369b9a45108868e83766061_val_2	DE_08_R_ZD007739_BL_YRL_M__SRR17777314__R2__3868a3225369b9a45108868e83766061_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21422771.0	0.0	20-148	34.0	30.71886256121028	115.10907771921755	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R1__4aeb8415b8ed765e1def6b9960b4e31d_val_1	DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R1__4aeb8415b8ed765e1def6b9960b4e31d_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3546243.0	0.0	20-150	33.0	50.02906039197247	117.5164282312295	pass	pass	warn	pass	fail	pass	pass	warn	warn	warn	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R2__f24fe1928a19c6430921c208d04a62d8_val_2	DE_08_R_ZD007739_BL_YRL_M__SRR17777315__R2__f24fe1928a19c6430921c208d04a62d8_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3546243.0	0.0	20-148	34.0	43.97439781682592	115.36133197866023	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R1__d8e26079d2384d1f0432756348475162_val_1	DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R1__d8e26079d2384d1f0432756348475162_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3224149.0	0.0	20-150	33.0	51.51145317304814	116.73042095759222	pass	pass	warn	pass	fail	pass	pass	warn	warn	warn	pass
DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R2__c55537739c710bef531a7e7399f57c21_val_2	DE_08_R_ZD007739_BL_YRL_M__SRR17777316__R2__c55537739c710bef531a7e7399f57c21_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3224149.0	0.0	20-148	34.0	46.263953846045595	114.99421180596802	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R1__dd023d2c4bb33c293e2039b21aee8d36_val_1	DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R1__dd023d2c4bb33c293e2039b21aee8d36_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29208590.0	0.0	20-150	32.0	27.88312446616392	128.45847098404957	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R2__e3a74ed146facd87ae0d139a9bb0b01a_val_2	DE_08_R_ZD007779_BL_YRL_F__SRR17643026__R2__e3a74ed146facd87ae0d139a9bb0b01a_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29208590.0	0.0	20-148	32.0	21.94019246566127	123.85728427835784	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_09_R_U240585_BL_ADL_F__SRR17643224__R1__56b3f7ff1354199502017413cf7ec4e6_val_1	DE_09_R_U240585_BL_ADL_F__SRR17643224__R1__56b3f7ff1354199502017413cf7ec4e6_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25072395.0	0.0	20-150	32.0	26.92906689054167	125.16612242268837	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_09_R_U240585_BL_ADL_F__SRR17643224__R2__220025749dfe96014d76cefea3c5a4b9_val_2	DE_09_R_U240585_BL_ADL_F__SRR17643224__R2__220025749dfe96014d76cefea3c5a4b9_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25072395.0	0.0	20-148	33.0	23.06952716673849	121.96347656456433	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_09_R_U241924_BL_ADL_F__SRR17643223__R1__34a7531b2ff36347512da4b5647f69db_val_1	DE_09_R_U241924_BL_ADL_F__SRR17643223__R1__34a7531b2ff36347512da4b5647f69db_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26326236.0	0.0	20-150	33.0	26.67409357628248	121.40891652722402	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_09_R_U241924_BL_ADL_F__SRR17643223__R2__ce1f1a68a890bc17ca4c791a96249580_val_2	DE_09_R_U241924_BL_ADL_F__SRR17643223__R2__ce1f1a68a890bc17ca4c791a96249580_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26326236.0	0.0	20-148	34.0	21.72500750322866	117.98046336741797	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R1__d7286b2ea07222521de2e5264ad61c42_val_1	DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R1__d7286b2ea07222521de2e5264ad61c42_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27975574.0	0.0	20-150	32.0	25.76610551621924	125.25321732451316	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R2__66439abc2f4663e739f23c816690d205_val_2	DE_09_R_ZD007739_BL_ADL_M__SRR17643028__R2__66439abc2f4663e739f23c816690d205_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27975574.0	0.0	20-148	33.0	21.611062594682657	122.02111109498593	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_19_R_19DE043_BL_ADL_M__SRR17643067__R1__1b37b6550c557cceaa9b9198f7ec7d3c_val_1	DE_19_R_19DE043_BL_ADL_M__SRR17643067__R1__1b37b6550c557cceaa9b9198f7ec7d3c_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28950231.0	0.0	20-150	33.0	30.925786238380475	122.88994122361234	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE043_BL_ADL_M__SRR17643067__R2__cb79d3e1b308741142d6f752419dfdc4_val_2	DE_19_R_19DE043_BL_ADL_M__SRR17643067__R2__cb79d3e1b308741142d6f752419dfdc4_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28950231.0	0.0	20-148	34.0	19.939790475358016	120.7394962409799	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_19_R_19DE044_BL_ADL_F__SRR17643066__R1__ad79a43c687e15ed02a5637394240fa3_val_1	DE_19_R_19DE044_BL_ADL_F__SRR17643066__R1__ad79a43c687e15ed02a5637394240fa3_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28014237.0	0.0	20-150	32.0	31.34143231524062	125.68837523577744	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE044_BL_ADL_F__SRR17643066__R2__9c5108a2923922bd007f39c371130932_val_2	DE_19_R_19DE044_BL_ADL_F__SRR17643066__R2__9c5108a2923922bd007f39c371130932_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28014237.0	0.0	20-148	33.0	20.809631190187886	123.34482941655702	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE054_BL_ADL_M__SRR17643065__R1__7c1f8d71e72bc6616de60697819d555d_val_1	DE_19_R_19DE054_BL_ADL_M__SRR17643065__R1__7c1f8d71e72bc6616de60697819d555d_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30780969.0	0.0	20-150	32.0	24.641309689848992	126.8509401052319	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE054_BL_ADL_M__SRR17643065__R2__dd7143c7cc2adc0ed9f3b3fadb9b8087_val_2	DE_19_R_19DE054_BL_ADL_M__SRR17643065__R2__dd7143c7cc2adc0ed9f3b3fadb9b8087_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30780969.0	0.0	20-148	33.0	20.964869304895895	123.62314805619017	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE057_BL_ADL_F__SRR17643064__R1__8d55184eac4dd1eb376af8106b199884_val_1	DE_19_R_19DE057_BL_ADL_F__SRR17643064__R1__8d55184eac4dd1eb376af8106b199884_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25787801.0	0.0	20-150	33.0	26.49208129067181	124.10977993044075	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_19_R_19DE057_BL_ADL_F__SRR17643064__R2__95674fd75844c68d21000cd665bcdfad_val_2	DE_19_R_19DE057_BL_ADL_F__SRR17643064__R2__95674fd75844c68d21000cd665bcdfad_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25787801.0	0.0	20-148	33.0	22.45104631131628	121.14154293342034	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE108_BL_ADL_M__SRR17643063__R1__e79f88f8d42ea42721e1b8eb873df071_val_1	DE_19_R_19DE108_BL_ADL_M__SRR17643063__R1__e79f88f8d42ea42721e1b8eb873df071_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26336426.0	0.0	20-150	33.0	31.445548046239114	122.75960208116318	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE108_BL_ADL_M__SRR17643063__R2__392bc251ecbb0b631bacfc36a452694b_val_2	DE_19_R_19DE108_BL_ADL_M__SRR17643063__R2__392bc251ecbb0b631bacfc36a452694b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26336426.0	0.0	20-148	34.0	20.80787926724266	120.54815987560347	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE110_BL_ADL_F__SRR17643062__R1__c4eb351aa1b150227f670c33a744575b_val_1	DE_19_R_19DE110_BL_ADL_F__SRR17643062__R1__c4eb351aa1b150227f670c33a744575b_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27896936.0	0.0	20-150	33.0	31.47959586554112	120.96694217601532	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_19_R_19DE110_BL_ADL_F__SRR17643062__R2__d4c7744d21cada91afd41ef82b1bb243_val_2	DE_19_R_19DE110_BL_ADL_F__SRR17643062__R2__d4c7744d21cada91afd41ef82b1bb243_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27896936.0	0.0	20-148	34.0	20.175617729418178	118.60969971756037	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE008_BL_ADL_F__SRR17643259__R1__07cc622bdc794b70f452c5fbee9a1c16_val_1	DE_20_R_20DE008_BL_ADL_F__SRR17643259__R1__07cc622bdc794b70f452c5fbee9a1c16_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27935706.0	0.0	20-150	33.0	25.75401141381216	122.84337650174297	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
DE_20_R_20DE008_BL_ADL_F__SRR17643259__R2__ee35f907e540af00dcee34b1f717d84f_val_2	DE_20_R_20DE008_BL_ADL_F__SRR17643259__R2__ee35f907e540af00dcee34b1f717d84f_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27935706.0	0.0	20-148	34.0	20.992447231507445	119.43559962293418	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE071_BL_ADL_M__SRR17643258__R1__0bd8241392428447f4cdfb842353ce5c_val_1	DE_20_R_20DE071_BL_ADL_M__SRR17643258__R1__0bd8241392428447f4cdfb842353ce5c_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28352066.0	0.0	20-150	32.0	25.423289204652257	125.67566980833072	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE071_BL_ADL_M__SRR17643258__R2__8cdac1c34c69fb3aa1652659871b353b_val_2	DE_20_R_20DE071_BL_ADL_M__SRR17643258__R2__8cdac1c34c69fb3aa1652659871b353b_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28352066.0	0.0	20-148	33.0	21.003060243288093	122.38443582912089	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE078_BL_ADL_M__SRR17643257__R1__a0d88e9fdcf96063dbc4096f783f8918_val_1	DE_20_R_20DE078_BL_ADL_M__SRR17643257__R1__a0d88e9fdcf96063dbc4096f783f8918_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26499352.0	0.0	20-150	33.0	25.889094687121517	122.65255459831621	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE078_BL_ADL_M__SRR17643257__R2__dcb70333885983559618d02f438d8c55_val_2	DE_20_R_20DE078_BL_ADL_M__SRR17643257__R2__dcb70333885983559618d02f438d8c55_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26499352.0	0.0	20-148	34.0	20.980083272767192	119.20287952701636	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE139_BL_ADL_F__SRR17643256__R1__9ee71c866a868115e51f179a63560eef_val_1	DE_20_R_20DE139_BL_ADL_F__SRR17643256__R1__9ee71c866a868115e51f179a63560eef_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22338854.0	0.0	20-150	32.0	27.712606943536933	125.26141408149228	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE139_BL_ADL_F__SRR17643256__R2__f5de5f4433496c965a9a348f84c83a70_val_2	DE_20_R_20DE139_BL_ADL_F__SRR17643256__R2__f5de5f4433496c965a9a348f84c83a70_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22338854.0	0.0	20-148	33.0	23.78627799621995	122.40764759015839	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE145_BL_ADL_M__SRR17643255__R1__b1bad1738e1f532f23075c9066ee956d_val_1	DE_20_R_20DE145_BL_ADL_M__SRR17643255__R1__b1bad1738e1f532f23075c9066ee956d_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28957118.0	0.0	20-150	32.0	27.780864676997474	125.48828018727555	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
DE_20_R_20DE145_BL_ADL_M__SRR17643255__R2__4a89456f29981317500676873ee0ae3e_val_2	DE_20_R_20DE145_BL_ADL_M__SRR17643255__R2__4a89456f29981317500676873ee0ae3e_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28957118.0	0.0	20-148	33.0	19.976441048726212	121.85517654070408	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
